loss,accuracy
0.68980872631073,0.7250423855589907
0.5251877903938293,0.7314251520893588
0.3801705837249756,0.7345168046275057
0.2525579333305359,0.7209534257504737
0.1631155163049698,0.7161663508526978
0.11558011174201965,0.7165652737608457
