loss,accuracy
0.6584833860397339,0.7327216515408397
0.5403496623039246,0.7370100728034308
0.445443719625473,0.7449885309663907
0.3527081310749054,0.7317243442704697
0.2688312828540802,0.7472823376882417
0.20825372636318207,0.7244440011967688
0.15532417595386505,0.7319238057245437
0.12151247262954712,0.7314251520893588
